Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureCategory,PerformanceBoost,StabilityScore,EngagementScore
34,0,2,2,14,3,5,3,0,3,1,8,3,0,2579,1.0,1,18,3,4,2,8.0,3.0,3,8,2.0,0.0,6.0,0,54,1.0,3.25
27,1,2,2,2,1,2,3,1,3,1,8,1,0,3041,0.0,0,11,3,2,1,5.0,3.0,3,4,3.0,0.0,2.0,1,33,1.25,2.25
21,0,2,2,22,1,5,3,1,3,1,8,3,2,3447,1.0,0,11,3,3,0,3.0,2.0,3,3,2.0,1.0,2.0,1,33,1.3333333333333333,3.0
44,0,2,1,3,4,4,4,1,3,5,3,4,1,16581,4.0,1,12,3,1,1,26.0,2.0,4,2,2.0,0.0,1.0,2,36,1.5,3.25
22,0,2,1,6,1,3,1,1,3,1,6,3,1,2773,0.0,0,20,4,4,0,3.0,3.0,3,2,2.0,2.0,2.0,2,80,2.0,2.75
33,0,2,2,8,4,2,3,1,3,2,7,3,0,7104,0.0,0,12,3,4,0,6.0,3.0,3,5,0.0,1.0,2.0,1,36,0.4,3.25
32,0,2,1,9,4,1,1,0,3,2,6,4,1,6322,1.0,1,12,3,4,1,6.0,2.0,2,6,4.0,0.0,5.0,0,36,1.5,2.75
30,0,1,1,3,3,3,3,0,3,1,6,3,0,2083,1.0,0,20,4,3,1,1.0,2.0,3,1,0.0,0.0,0.0,2,80,0.0,3.0
53,0,2,2,1,1,3,4,0,3,2,7,1,2,8381,7.0,0,20,4,4,0,18.0,2.0,4,14,7.0,7.5,10.0,3,80,1.2142857142857142,3.25
34,0,2,1,1,5,1,2,1,3,1,6,4,1,2691,1.0,0,12,3,4,1,10.0,4.0,2,10,9.0,7.5,8.0,0,36,1.7,3.0
45,1,1,2,26,4,1,1,0,3,2,7,1,1,4286,2.0,0,14,3,4,2,5.0,4.0,3,1,1.0,0.0,0.0,2,42,1.0,2.25
26,0,2,1,6,3,1,3,0,3,1,2,4,1,2659,1.0,1,13,3,3,1,3.0,2.0,3,3,2.0,0.0,2.0,1,39,1.3333333333333333,3.25
37,0,2,1,3,3,4,3,1,3,3,4,3,1,9434,1.0,0,15,3,3,1,10.0,2.0,3,10,7.0,7.0,8.0,0,45,1.5,3.0
29,0,2,2,3,2,3,2,0,3,2,7,3,1,5561,1.0,0,14,3,1,1,6.0,4.5,2,6,0.0,1.0,2.0,0,42,0.3333333333333333,2.0
35,0,2,1,6,4,1,2,1,1,2,6,4,2,6646,1.0,0,13,3,2,0,17.0,3.0,3,17,11.0,7.5,8.0,3,39,1.1176470588235294,2.75
33,0,1,1,6,3,1,3,1,3,2,0,4,0,7725,3.0,0,23,4,3,1,15.0,2.0,1,13,11.0,4.0,7.0,3,92,1.3846153846153846,2.75
54,0,2,0,19,4,3,3,1,3,3,1,2,1,10725,2.0,0,15,3,3,1,16.0,1.0,4,9,7.0,7.0,1.0,0,45,0.8888888888888888,3.0
36,0,2,1,9,2,3,2,1,2,2,4,2,0,8847,2.0,1,11,3,3,1,13.0,2.0,3,3,2.0,0.0,2.0,1,33,1.3333333333333333,2.5
27,0,2,1,3,4,3,1,1,2,1,6,4,2,2045,0.0,0,13,3,4,0,5.0,0.5,3,4,2.0,1.0,1.0,1,39,0.75,3.0
20,1,2,1,10,1,3,4,1,3,1,6,3,2,1009,1.0,1,11,3,4,0,1.0,4.5,3,1,0.0,1.0,1.0,2,33,1.0,3.5
33,1,1,1,3,3,1,1,1,3,1,6,1,2,3348,1.0,1,11,3,1,0,10.0,3.0,3,10,8.0,7.5,7.0,0,33,1.5,1.5
35,0,0,1,3,3,1,3,1,2,1,2,3,1,1281,1.0,0,18,3,3,2,1.0,3.0,3,1,0.0,0.0,0.0,2,54,0.0,3.0
23,0,2,1,4,3,3,1,1,4,1,6,1,1,2819,2.0,0,16,3,1,1,5.0,3.0,4,3,2.0,0.0,2.0,1,48,1.3333333333333333,1.75
25,0,2,2,8,3,1,4,1,4,2,7,2,1,4851,0.0,0,22,4,3,1,4.0,4.0,3,3,2.0,1.0,2.0,1,88,1.3333333333333333,3.0
38,0,2,2,7,4,2,4,0,2,2,7,4,2,4028,0.0,0,20,4,1,0,8.0,2.0,3,7,7.0,0.0,5.0,0,80,1.7142857142857142,3.0
29,0,1,1,1,4,1,2,1,1,1,6,4,0,2720,1.0,0,18,3,4,1,10.0,4.5,3,10,7.0,2.0,8.0,0,54,1.5,3.25
48,0,2,2,2,1,2,2,1,4,2,7,2,1,8120,3.0,0,12,3,4,0,12.0,3.0,3,2,2.0,2.0,2.0,2,36,2.0,2.75
27,0,1,2,3,1,3,4,0,4,2,7,4,0,4647,1.0,1,20,4,2,2,6.0,3.0,3,6,5.0,0.0,4.0,0,80,1.5,3.25
37,0,2,1,10,2,1,4,1,4,1,6,4,2,4680,3.0,0,17,3,1,0,4.0,2.0,3,1,0.0,0.0,0.0,2,51,0.0,3.0
50,0,2,1,28,1,3,4,1,4,1,2,3,1,3221,1.0,1,11,3,3,3,20.0,3.0,3,18,8.0,3.0,8.0,3,33,0.8888888888888888,3.25
34,0,2,1,9,3,3,4,0,2,3,0,2,2,8621,1.0,0,14,3,2,0,9.0,3.0,4,8,7.0,7.0,7.0,0,42,1.75,3.0
24,1,2,2,3,2,1,1,0,3,2,7,3,2,4577,8.5,0,14,3,1,0,4.0,3.0,3,2,2.0,2.0,0.0,2,42,1.0,2.0
39,0,2,1,2,4,5,4,0,2,2,0,3,2,4553,1.0,0,11,3,1,0,20.0,4.0,3,18,7.0,7.5,10.0,3,33,0.9444444444444444,2.75
32,0,2,2,10,3,2,4,1,3,2,7,4,2,5396,1.0,0,12,3,4,0,10.0,2.0,2,10,7.0,0.0,8.0,0,36,1.5,3.5
50,1,1,2,8,2,5,2,1,3,2,7,3,1,6796,3.0,1,14,3,1,1,18.0,4.0,3,4,3.0,1.0,3.0,1,42,1.5,2.25
38,0,2,1,1,4,1,2,0,4,2,0,4,2,7625,0.0,0,13,3,3,0,10.0,4.0,2,9,7.0,1.0,8.0,0,39,1.6666666666666667,2.75
27,0,2,1,1,2,1,3,0,3,3,4,1,1,7412,1.0,0,11,3,4,0,9.0,3.0,3,9,7.0,0.0,7.0,0,33,1.5555555555555556,2.75
32,0,2,1,3,2,1,3,0,3,3,5,4,2,11159,3.0,0,15,3,4,0,10.0,4.5,3,7,7.0,7.0,7.0,0,45,2.0,3.5
47,0,2,2,14,4,2,4,1,3,2,7,1,2,4960,2.0,0,12,3,4,0,20.0,2.0,3,7,7.0,1.0,7.0,0,36,2.0,3.0
40,0,1,2,5,4,1,4,1,2,3,7,1,1,10475,5.0,1,21,4,3,1,20.0,2.0,3,18,13.0,1.0,12.0,3,84,1.3888888888888888,2.75
53,0,2,1,7,3,1,3,1,4,4,5,3,1,14814,3.0,0,19,3,3,0,28.5,3.0,3,5,1.0,1.0,3.0,1,57,0.8,3.0
41,0,2,0,10,4,0,2,1,2,5,3,4,0,16581,3.0,0,15,3,2,3,23.0,2.0,2,18,6.0,7.5,6.0,3,45,0.6666666666666666,2.5
60,0,2,2,16,4,2,1,1,3,2,7,1,2,5405,8.0,0,14,3,4,0,10.0,1.0,3,2,2.0,2.0,2.0,2,42,2.0,2.25
27,0,1,1,10,2,1,4,1,3,3,4,1,0,8793,1.0,0,21,4,3,2,9.0,4.0,2,9,7.0,1.0,7.0,0,84,1.5555555555555556,2.5
41,0,2,0,1,3,0,4,1,2,5,3,3,1,16581,1.0,0,12,3,2,1,22.0,3.0,3,18,7.0,2.0,10.0,3,36,0.9444444444444444,3.0
50,0,2,2,8,4,2,4,1,3,1,8,2,1,3875,7.0,0,15,3,4,1,4.0,2.0,3,2,2.0,2.0,2.0,2,45,2.0,3.25
28,1,2,1,1,2,1,1,0,1,1,6,2,2,2216,7.0,1,13,3,4,0,10.0,4.0,3,7,7.0,3.0,7.0,0,39,2.0,2.5
36,0,0,1,8,3,1,1,0,4,3,5,1,1,11713,8.5,0,14,3,1,1,10.0,2.0,3,8,7.0,0.0,5.0,0,42,1.5,1.5
38,0,2,1,1,3,1,3,0,3,3,4,3,2,7861,4.0,1,14,3,4,0,10.0,4.0,4,1,0.0,0.0,0.0,2,42,0.0,3.5
44,0,0,1,24,3,3,1,1,1,1,2,3,2,3708,2.0,0,14,3,3,0,9.0,4.5,3,5,2.0,1.0,4.0,1,42,1.2,2.5
47,0,1,2,3,3,3,4,0,3,4,7,3,0,13770,8.5,1,12,3,4,2,28.0,2.0,2,18,2.0,7.5,13.0,3,36,0.8333333333333334,3.25
30,0,2,2,27,5,2,3,1,3,2,7,4,0,5304,7.0,0,23,4,4,1,10.0,2.0,2,8,7.0,7.0,7.0,0,92,1.75,3.25
29,0,2,2,10,3,1,3,1,3,1,8,3,2,2642,1.0,0,11,3,3,0,1.0,4.5,3,1,0.0,0.0,0.0,2,33,0.0,3.0
42,1,1,1,19,3,3,3,1,4,1,6,3,0,2759,6.0,1,12,3,4,0,7.0,2.0,3,2,2.0,2.0,2.0,2,36,2.0,3.25
43,0,1,2,15,3,1,4,1,2,2,7,4,1,6804,3.0,0,18,3,3,1,7.0,4.5,3,2,2.0,2.0,2.0,2,54,2.0,3.5
34,0,2,1,8,2,3,2,0,3,2,0,3,2,6142,3.0,0,11,3,4,0,10.0,2.0,3,5,1.0,4.0,3.0,1,33,0.8,3.0
23,0,2,1,9,1,3,2,1,3,1,2,1,1,2500,1.0,0,14,3,4,1,5.0,2.0,4,4,3.0,0.0,2.0,1,42,1.25,2.75
39,0,2,0,3,3,0,3,0,4,2,1,2,1,6389,8.5,0,15,3,3,1,12.0,3.0,1,8,3.0,3.0,6.0,0,45,1.125,2.25
56,0,2,1,9,3,3,3,1,3,4,0,4,1,11103,7.0,0,11,3,3,0,28.5,1.0,2,10,7.0,1.0,1.0,0,33,0.8,3.0
40,0,2,1,2,1,3,4,0,2,1,6,4,2,2342,0.0,1,20,4,4,0,5.0,2.0,2,4,2.0,2.0,3.0,1,80,1.25,3.5
27,0,2,1,7,3,3,4,0,2,2,0,1,2,6811,8.0,0,19,3,1,0,9.0,2.0,1,7,6.0,0.0,7.0,0,57,1.8571428571428572,1.75
29,0,2,2,10,3,2,4,1,3,1,8,2,0,2297,1.0,0,14,3,4,2,2.0,2.0,3,2,2.0,2.0,2.0,2,42,2.0,3.25
53,0,2,1,6,3,1,4,1,3,2,2,4,2,2450,2.0,0,17,3,4,0,19.0,4.0,3,2,2.0,2.0,2.0,2,51,2.0,3.75
35,0,0,1,2,4,1,4,0,3,2,0,1,0,5093,2.0,0,11,3,1,1,16.0,2.0,4,1,0.0,0.0,0.0,2,33,0.0,2.5
32,0,1,1,24,4,1,1,1,3,2,2,4,1,5309,1.0,0,15,3,4,2,10.0,2.0,3,10,8.0,4.0,7.0,0,45,1.5,3.0
38,0,2,1,2,5,3,4,1,3,1,6,3,1,3057,6.0,1,13,3,2,1,6.0,0.5,1,1,0.0,0.0,1.0,2,39,1.0,2.5
34,0,2,1,8,5,1,2,0,3,2,4,1,0,5121,3.0,0,14,3,3,1,7.0,3.0,3,0,0.0,0.0,0.0,2,42,1.25,2.25
52,0,2,2,3,4,2,3,1,2,4,3,1,1,16581,1.0,0,11,3,1,0,28.5,3.0,4,18,6.0,1.0,14.5,3,33,1.1388888888888888,2.25
33,1,2,1,1,4,4,4,1,3,1,6,4,2,2686,1.0,1,13,3,3,0,10.0,2.0,2,10,9.0,7.0,8.0,0,39,1.7,3.25
25,0,2,2,26,1,3,3,0,3,2,7,4,2,6180,1.0,0,23,4,2,0,6.0,4.5,2,6,5.0,1.0,4.0,0,92,1.5,2.75
45,0,2,2,2,2,5,2,1,1,2,8,3,2,6632,0.0,0,13,3,1,0,9.0,3.0,3,8,7.0,3.0,1.0,0,39,1.0,2.25
23,0,2,1,10,1,3,1,1,4,1,6,3,2,3505,1.0,0,18,3,4,0,2.0,3.0,3,2,2.0,0.0,2.0,2,54,2.0,2.75
47,1,1,2,27,2,1,2,0,4,2,7,3,2,6397,4.0,1,12,3,4,0,8.0,2.0,3,5,4.0,1.0,3.0,1,36,1.4,3.0
34,0,2,2,2,3,4,4,1,3,2,7,4,2,6274,1.0,0,22,4,3,0,6.0,4.5,3,6,5.0,1.0,4.0,0,88,1.5,3.5
55,1,2,1,2,3,3,4,1,3,5,3,1,1,16581,5.0,1,13,3,4,1,24.0,2.0,3,5,2.0,1.0,4.0,1,39,1.2,3.0
36,0,0,2,8,4,1,1,1,2,3,7,1,2,7587,1.0,0,15,3,2,0,10.0,1.0,3,10,7.0,0.0,9.0,0,45,1.6,1.75
52,0,0,1,19,4,3,4,1,3,1,6,4,1,4258,0.0,0,18,3,1,1,5.0,3.0,3,4,3.0,1.0,2.0,1,54,1.25,3.0
26,0,1,1,1,2,1,1,0,1,1,2,4,0,4364,3.0,0,14,3,1,1,5.0,2.0,3,2,2.0,2.0,0.0,2,42,1.0,2.25
29,0,2,1,27,3,3,2,0,3,2,0,3,1,4335,4.0,0,12,3,1,1,11.0,3.0,2,8,7.0,1.0,1.0,0,36,1.0,2.0
26,1,2,2,8,3,5,4,1,2,2,7,1,2,5326,6.0,0,17,3,3,0,6.0,2.0,2,4,3.0,1.0,2.0,1,51,1.25,2.5
34,0,2,1,1,4,1,2,0,4,1,6,4,2,3280,2.0,0,16,3,3,0,10.0,2.0,3,4,2.0,1.0,3.0,1,48,1.25,3.0
54,0,2,1,19,4,3,4,0,3,2,4,1,0,5485,8.5,1,11,3,2,2,9.0,4.0,3,5,3.0,1.0,4.0,1,33,1.4,2.5
27,0,1,2,8,1,2,3,1,3,2,7,4,1,4342,0.0,0,19,3,2,1,5.0,3.0,3,4,2.0,1.0,1.0,1,57,0.75,3.0
37,0,2,1,10,1,1,4,0,3,1,6,1,0,2782,0.0,1,13,3,2,2,6.0,3.0,2,5,3.0,4.0,3.0,1,39,1.2,2.25
38,0,1,1,2,4,1,1,0,4,2,4,1,2,5980,6.0,1,12,3,4,0,17.0,2.0,3,15,7.0,4.0,12.0,3,36,1.2666666666666666,2.25
34,0,2,1,2,4,3,3,0,2,1,6,1,2,4381,1.0,0,11,3,3,0,6.0,3.0,3,6,5.0,1.0,3.0,0,33,1.3333333333333333,2.5
35,0,2,2,8,4,1,1,0,3,1,8,4,1,2572,1.0,0,16,3,2,1,3.0,1.0,2,3,2.0,0.0,2.0,1,48,1.3333333333333333,2.25
30,0,2,1,1,3,1,4,1,1,1,2,3,1,3833,3.0,0,21,4,3,2,7.0,2.0,3,2,2.0,0.0,2.0,2,84,2.0,3.25
40,0,1,1,2,2,3,3,0,4,2,0,2,1,4244,1.0,0,24,4,4,1,8.0,2.0,3,8,7.0,3.0,7.0,0,96,1.75,3.0
34,0,2,2,8,2,1,3,0,3,2,7,1,1,6500,5.0,0,17,3,2,1,6.0,1.0,3,3,2.0,1.0,2.0,1,51,1.3333333333333333,2.25
42,0,1,1,8,3,1,2,1,3,5,3,4,0,16581,1.0,0,13,3,2,1,24.0,4.0,2,18,7.0,7.5,9.0,3,39,0.8888888888888888,2.5
23,1,2,1,6,3,1,3,1,4,1,2,1,1,1601,1.0,1,21,4,3,2,1.0,2.0,3,0,0.0,0.0,0.0,2,84,1.25,2.5
24,0,0,1,9,3,1,3,1,2,1,2,2,0,2694,1.0,0,11,3,3,3,1.0,4.0,3,1,0.0,0.0,0.0,2,33,0.0,2.75
52,0,2,1,11,4,1,4,0,3,2,2,3,1,3149,8.0,0,20,4,2,1,9.0,3.0,3,5,2.0,1.0,4.0,1,80,1.2,3.0
50,0,2,1,2,3,3,3,1,3,4,5,3,1,16581,5.0,0,16,3,4,0,28.5,3.0,3,4,3.0,0.0,3.0,1,48,1.5,3.25
29,1,2,1,1,2,1,2,0,2,1,2,1,1,2319,1.0,1,11,3,4,1,1.0,1.0,3,1,0.0,0.0,0.0,2,33,0.0,2.5
33,0,2,1,7,3,3,3,1,3,3,5,3,1,11691,0.0,0,11,3,4,0,14.0,3.0,4,13,9.0,3.0,7.0,3,33,1.2307692307692308,3.5
33,1,2,2,16,3,2,1,0,3,2,7,1,2,5324,5.0,0,15,3,3,0,6.0,3.0,3,3,2.0,0.0,2.0,1,45,1.3333333333333333,2.0
47,0,2,1,2,2,4,3,0,3,4,3,4,1,16581,1.0,1,11,3,3,1,26.0,3.0,2,18,14.0,3.0,0.0,3,33,0.7777777777777778,3.0
36,0,2,1,1,3,4,3,0,3,2,4,2,1,5228,0.0,0,15,3,1,1,10.0,2.0,3,9,7.0,0.0,5.0,0,45,1.3333333333333333,2.25
29,0,2,1,23,2,1,3,1,4,1,6,3,1,2700,1.0,0,24,4,3,1,10.0,3.0,3,10,7.0,0.0,7.0,0,96,1.4,3.0
58,1,2,1,2,4,1,4,1,3,5,5,2,2,16581,7.0,1,12,3,4,0,28.5,2.0,3,18,14.5,7.5,8.0,3,36,1.25,3.25
35,0,2,1,1,4,1,4,0,4,1,6,3,2,2506,3.0,0,13,3,3,0,7.0,0.5,3,2,2.0,2.0,2.0,2,39,2.0,3.25
42,0,2,1,1,2,1,4,0,2,2,4,4,1,6062,8.5,1,13,3,4,1,8.0,4.0,3,4,3.0,0.0,2.0,1,39,1.25,3.75
28,1,2,1,2,4,3,3,1,3,1,6,3,2,4382,6.0,0,17,3,4,0,5.0,3.0,2,2,2.0,2.0,1.0,2,51,1.5,3.0
36,0,2,0,13,3,0,3,1,3,1,1,2,1,2143,4.0,0,13,3,2,1,8.0,2.0,3,5,2.0,0.0,4.0,1,39,1.2,2.5
32,0,2,1,4,3,1,3,0,2,2,4,3,1,6162,1.0,0,12,3,3,1,14.0,3.0,3,14,13.0,6.0,8.0,3,36,1.5,3.0
40,0,1,1,16,4,3,1,1,2,2,2,3,2,5094,6.0,0,14,3,4,0,10.0,4.5,3,1,0.0,0.0,0.0,2,42,0.0,2.75
30,0,2,1,2,3,3,3,0,2,2,4,4,2,6877,5.0,1,24,4,2,0,12.0,4.0,2,0,0.0,0.0,0.0,2,96,1.25,2.75
45,0,2,1,2,3,1,2,0,2,1,6,3,2,2274,1.0,0,14,3,4,0,1.0,3.0,3,1,0.0,0.0,0.0,2,42,0.0,3.0
42,0,2,1,29,3,1,2,1,3,2,4,2,1,4434,1.0,0,13,3,4,1,10.0,3.0,2,9,8.0,7.0,8.0,0,39,1.7777777777777777,2.5
38,0,1,1,12,3,1,1,1,2,2,0,1,0,6288,2.0,0,15,3,3,1,13.0,3.0,2,4,3.0,1.0,2.0,1,45,1.25,1.75
34,0,1,1,16,4,1,3,0,2,1,6,4,2,2553,1.0,0,16,3,3,0,6.0,3.0,3,5,2.0,1.0,3.0,1,48,1.0,3.25
49,1,2,2,11,3,2,3,0,3,3,7,4,1,7654,1.0,0,18,3,1,2,9.0,3.0,4,9,8.0,7.0,7.0,0,54,1.6666666666666667,3.0
55,1,2,2,2,1,3,3,1,3,2,7,4,2,5160,4.0,0,16,3,3,0,12.0,3.0,2,9,7.0,7.0,3.0,0,48,1.1111111111111112,3.0
43,0,2,1,14,2,1,2,1,3,4,5,1,1,16581,6.0,0,24,4,3,1,22.0,3.0,3,4,1.0,1.0,0.0,1,96,0.25,2.25
27,0,2,1,5,1,5,3,1,2,3,5,4,0,12808,1.0,1,16,3,2,1,9.0,3.0,3,9,8.0,0.0,8.0,0,48,1.7777777777777777,3.0
35,0,2,1,7,3,4,3,1,3,3,4,3,2,10221,3.0,0,21,4,2,0,17.0,3.0,4,8,5.0,1.0,6.0,0,84,1.375,3.0
28,0,2,2,2,4,2,2,0,3,2,7,2,1,4779,1.0,1,20,4,1,0,8.0,2.0,3,8,7.0,7.0,5.0,0,80,1.5,2.0
34,0,2,0,3,2,0,3,1,3,1,1,4,1,3737,0.0,0,19,3,3,1,4.0,1.0,1,3,2.0,0.0,2.0,1,57,1.3333333333333333,2.75
26,1,1,1,5,2,3,3,0,2,1,6,3,1,2366,1.0,1,14,3,1,1,8.0,2.0,3,8,7.0,1.0,7.0,0,42,1.75,2.5
27,0,0,1,3,3,3,4,1,3,1,6,4,1,1706,1.0,0,11,3,3,3,0.0,4.5,2,0,0.0,0.0,0.0,2,33,1.25,3.25
51,0,2,2,26,4,2,1,0,3,4,3,3,1,16307,2.0,0,14,3,3,1,28.5,2.0,2,18,6.0,4.0,14.5,3,42,1.1388888888888888,2.25
44,0,2,1,4,3,3,4,1,3,2,0,2,2,5933,8.5,0,12,3,4,0,10.0,2.0,2,5,2.0,2.0,3.0,1,36,1.0,3.0
25,0,2,1,2,1,3,1,1,4,1,6,1,2,3424,7.0,0,13,3,3,0,6.0,3.0,2,4,3.0,0.0,1.0,1,39,1.0,1.75
33,0,2,2,1,3,3,1,1,4,2,7,1,0,4037,1.0,0,22,4,1,1,9.0,4.5,3,9,8.0,0.0,8.0,0,88,1.7777777777777777,1.5
35,0,2,1,27,1,3,3,0,2,1,6,1,2,2559,1.0,0,11,3,4,0,6.0,3.0,2,6,5.0,1.0,1.0,0,33,1.0,2.5
36,0,2,2,1,2,1,2,1,3,2,7,4,1,6201,1.0,1,14,3,4,1,18.0,1.0,2,18,14.0,4.0,11.0,3,42,1.3888888888888888,3.0
32,0,2,2,13,4,1,2,1,3,2,7,4,0,4403,2.0,0,11,3,3,1,8.0,3.0,2,5,2.0,0.0,3.0,1,33,1.0,2.75
30,0,1,1,5,4,1,2,1,2,1,6,4,0,3761,8.5,0,12,3,2,1,10.0,3.0,2,5,4.0,0.0,3.0,1,36,1.4,2.5
53,0,2,2,7,2,2,1,0,2,3,7,4,1,10934,7.0,1,18,3,4,1,28.5,3.0,3,5,2.0,0.0,4.0,1,54,1.2,3.0
45,0,2,2,9,3,2,4,1,3,3,7,1,0,10761,4.0,1,12,3,3,1,18.0,2.0,3,5,4.0,0.0,2.0,1,36,1.2,2.75
32,0,2,1,8,2,3,3,0,4,2,6,3,1,5175,5.0,0,12,3,3,1,9.0,3.0,2,5,3.0,1.0,3.0,1,36,1.2,2.75
52,0,1,1,25,4,3,3,0,2,4,4,4,1,13826,3.0,0,22,4,3,0,28.5,3.0,3,9,8.0,0.0,0.0,0,88,0.8888888888888888,3.25
37,0,2,2,16,4,2,4,1,2,2,7,3,0,6334,4.0,0,19,3,4,2,9.0,2.0,3,1,0.0,0.0,0.0,2,57,0.0,3.5
28,0,2,0,8,2,3,2,1,2,1,1,4,0,4936,1.0,0,13,3,4,1,6.0,4.5,3,5,1.0,0.0,4.0,1,39,1.0,3.25
22,0,2,1,1,2,1,4,1,2,2,4,4,1,4775,6.0,0,22,4,1,2,4.0,2.0,1,2,2.0,2.0,2.0,2,88,2.0,2.5
44,0,2,1,8,4,1,1,1,4,1,2,4,1,2818,2.0,1,24,4,3,1,10.0,2.0,2,3,2.0,0.0,2.0,1,96,1.3333333333333333,2.5
42,0,1,1,2,1,3,2,1,3,1,6,4,2,2515,5.0,1,14,3,4,0,8.0,2.0,3,2,1.0,2.0,2.0,2,42,1.5,3.25
36,0,2,0,8,3,1,1,1,2,1,1,1,1,2342,0.0,0,21,4,3,0,6.0,3.0,3,5,4.0,0.0,3.0,1,84,1.4,2.0
25,0,2,2,3,1,4,3,1,3,2,7,1,1,4194,1.0,1,18,3,4,0,5.0,3.0,3,5,3.0,0.0,3.0,1,54,1.2,2.75
35,0,2,1,9,3,1,4,0,2,3,4,3,1,10685,1.0,1,20,4,2,1,17.0,2.0,3,17,14.0,5.0,14.5,3,80,1.6764705882352942,3.0
35,1,1,1,25,4,1,4,0,3,1,6,2,0,2022,1.0,1,19,3,1,1,10.0,3.0,2,10,2.0,7.0,8.0,0,57,1.0,2.25
32,0,0,1,1,3,1,4,1,3,1,2,4,0,2314,0.0,0,12,3,2,1,4.0,2.0,3,3,0.0,0.0,2.0,1,36,0.6666666666666666,3.25
25,0,2,2,4,1,2,3,1,2,2,7,1,1,4256,1.0,0,12,3,1,0,5.0,1.0,4,5,2.0,0.0,3.0,1,36,1.0,2.25
49,0,2,1,1,3,5,3,0,3,1,6,1,1,3580,2.0,0,16,3,2,1,7.0,2.0,3,4,2.0,0.0,2.0,1,48,1.0,2.25
24,0,0,1,4,1,1,1,1,2,1,2,4,1,3162,0.0,0,17,3,4,0,6.0,2.0,2,5,2.0,3.0,4.0,1,51,1.2,2.75
32,0,1,2,5,2,1,2,1,3,2,7,2,1,6524,1.0,0,14,3,4,1,10.0,3.0,3,10,8.0,5.0,3.0,0,42,1.1,2.75
38,0,2,2,9,3,2,2,1,2,1,8,2,1,2899,0.0,0,19,3,4,1,3.0,3.0,3,2,2.0,1.0,2.0,2,57,2.0,2.75
42,0,2,1,3,3,1,3,0,4,2,2,4,1,5231,2.0,1,13,3,2,1,17.0,1.0,2,5,3.0,1.0,3.0,1,39,1.2,2.75
31,0,2,1,11,4,1,4,1,3,1,6,4,1,2356,3.0,1,19,3,2,1,8.0,2.0,3,6,4.0,0.0,2.0,0,57,1.0,3.25
29,1,2,2,1,3,3,2,0,2,1,8,3,0,2800,6.0,1,19,3,3,3,5.0,3.0,3,3,2.0,0.0,2.0,1,57,1.3333333333333333,2.75
53,0,2,2,8,3,2,1,1,3,4,7,4,1,11836,5.0,0,14,3,3,1,28.0,3.0,3,2,0.0,2.0,2.0,2,42,1.0,2.75
35,0,2,1,25,3,5,4,1,2,3,4,2,1,10903,3.0,0,16,3,1,0,16.0,2.0,3,13,10.0,4.0,8.0,3,48,1.3846153846153846,2.5
37,0,1,2,21,2,3,3,0,3,1,8,4,1,2973,5.0,0,15,3,2,1,10.0,3.0,3,5,4.0,0.0,0.0,1,45,0.8,3.0
53,0,2,1,23,4,1,4,0,3,4,5,4,2,14275,6.0,0,18,3,3,0,28.5,0.5,3,12,9.0,3.0,8.0,3,54,1.4166666666666667,3.5
43,0,1,1,1,3,1,4,0,3,2,0,4,1,5562,4.0,0,13,3,2,1,12.0,2.0,2,5,2.0,2.0,2.0,1,39,0.8,3.0
47,0,2,2,2,2,2,3,0,3,2,7,4,1,4537,0.0,1,22,4,1,1,8.0,2.0,3,7,6.0,7.0,7.0,0,88,1.8571428571428572,2.75
37,0,0,2,19,2,3,1,1,3,3,7,2,2,7642,1.0,1,13,3,4,0,10.0,2.0,3,10,0.0,0.0,9.0,0,39,0.9,2.5
50,0,0,1,2,4,1,1,1,3,4,3,1,0,16581,1.0,0,11,3,4,1,28.5,3.0,3,18,6.0,7.5,7.0,3,33,0.7222222222222222,2.25
39,0,2,0,2,3,1,4,0,2,2,1,4,1,5204,8.0,0,11,3,3,2,13.0,2.0,3,5,4.0,0.0,4.0,1,33,1.6,3.5
33,0,2,0,3,2,0,4,1,3,1,1,2,0,2277,3.0,1,11,3,3,1,7.0,4.0,4,4,3.0,0.0,3.0,1,33,1.5,3.25
32,1,2,1,25,4,1,1,1,3,1,2,4,2,2795,1.0,1,24,4,3,0,1.0,2.0,1,1,0.0,0.0,1.0,2,96,1.0,2.25
29,0,2,1,7,1,3,1,0,2,1,2,4,0,2532,6.0,0,14,3,3,3,8.0,4.5,3,4,3.0,0.0,3.0,1,42,1.5,2.75
44,0,2,1,9,2,1,2,1,3,1,6,1,1,2559,1.0,1,13,3,4,0,8.0,0.5,3,8,7.0,7.0,1.0,0,39,1.0,2.5
28,0,2,2,5,4,3,1,1,3,2,7,4,2,4908,1.0,0,14,3,2,0,4.0,3.0,3,4,2.0,0.0,2.0,1,42,1.0,2.5
